Level_1,Level_2,Level_3,Level_4,Level_5,Level_6
sporting goods,sports equipment,baseball & softball,training equipment,weighted balls & bats,
sporting goods,sports equipment,basketball,basketballs,,
sporting goods,sports equipment,basketball,hoops & hoop accessories,,
sporting goods,sports equipment,basketball,hoops & hoop accessories,backboards,
sporting goods,sports equipment,basketball,hoops & hoop accessories,hoop padding,
sporting goods,sports equipment,basketball,hoops & hoop accessories,hoop posts,
sporting goods,sports equipment,basketball,hoops & hoop accessories,hoops,
sporting goods,sports equipment,basketball,hoops & hoop accessories,rims & nets,
sporting goods,sports equipment,basketball,jerseys,,
sporting goods,sports equipment,basketball,training aids,,
sporting goods,sports equipment,boxing & martial arts,boxing rings,,
sporting goods,sports equipment,boxing & martial arts,clothing & accessories,,
sporting goods,sports equipment,boxing & martial arts,clothing & accessories,boxing & martial arts gloves,
sporting goods,sports equipment,boxing & martial arts,clothing & accessories,boxing & martial arts shorts,
sporting goods,sports equipment,boxing & martial arts,clothing & accessories,martial arts belts,
sporting goods,sports equipment,boxing & martial arts,clothing & accessories,martial arts uniforms & outfits,
sporting goods,sports equipment,boxing & martial arts,martial arts weapons,,
sporting goods,sports equipment,boxing & martial arts,protective gear,,
sporting goods,sports equipment,boxing & martial arts,protective gear,arm guards,
sporting goods,sports equipment,boxing & martial arts,protective gear,chest guards,
sporting goods,sports equipment,boxing & martial arts,protective gear,hand wraps,
sporting goods,sports equipment,boxing & martial arts,protective gear,headgear,
sporting goods,sports equipment,boxing & martial arts,protective gear,knee & elbow guards,
sporting goods,sports equipment,boxing & martial arts,protective gear,shin guards,
sporting goods,sports equipment,boxing & martial arts,training equipment,,
sporting goods,sports equipment,boxing & martial arts,training equipment,blockers & targets,
sporting goods,sports equipment,boxing & martial arts,training equipment,floor mats & pads,
sporting goods,sports equipment,boxing & martial arts,training equipment,grappling dummies,
sporting goods,sports equipment,boxing & martial arts,training equipment,punching bags,
sporting goods,sports equipment,boxing & martial arts,training equipment,strike pads & mitts,
sporting goods,sports equipment,cricket,clothing & shoes,,
sporting goods,sports equipment,cricket,cricket balls,,
sporting goods,sports equipment,cricket,cricket bats,,
sporting goods,sports equipment,cricket,cricket sets,,
sporting goods,sports equipment,cricket,cricket stumps,,
sporting goods,sports equipment,cricket,protective gear,,
sporting goods,sports equipment,cricket,protective gear,chest & leg guards,
sporting goods,sports equipment,cricket,protective gear,gloves,
sporting goods,sports equipment,cricket,protective gear,helmets,
sporting goods,sports equipment,dance & gymnastics,baby & toddler dancewear,,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,dresses & tutus,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,leg warmers,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,leggings & tights,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,leotards & unitards,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,pants & shorts,
sporting goods,sports equipment,dance & gymnastics,children's dancewear,tops & shirts,
sporting goods,sports equipment,dance & gymnastics,dance accessories,,
sporting goods,sports equipment,dance & gymnastics,dance equipment,,
sporting goods,sports equipment,dance & gymnastics,dance equipment,ballet barres,
sporting goods,sports equipment,dance & gymnastics,dance equipment,dance floors,
sporting goods,sports equipment,dance & gymnastics,dance equipment,glassless mirrors,
sporting goods,sports equipment,dance & gymnastics,dance shoes,,
sporting goods,sports equipment,dance & gymnastics,dancewear,,
sporting goods,sports equipment,dance & gymnastics,leotards & unitards,,
sporting goods,sports equipment,dance & gymnastics,men's dancewear,,
sporting goods,sports equipment,dance & gymnastics,men's dancewear,leg warmers,
sporting goods,sports equipment,dance & gymnastics,men's dancewear,leggings & tights,
sporting goods,sports equipment,dance & gymnastics,men's dancewear,pants & shorts,
sporting goods,sports equipment,dance & gymnastics,men's dancewear,tops & shirts,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,leg warmers,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,leggings & tights,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,leotards & unitards,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,pants & shorts,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,skirts,
sporting goods,sports equipment,dance & gymnastics,women's dancewear,tops & shirts,
sporting goods,sports equipment,field hockey & lacrosse,field hockey,,
sporting goods,sports equipment,field hockey & lacrosse,field hockey,field hockey balls,
sporting goods,sports equipment,field hockey & lacrosse,field hockey,field hockey goals,
sporting goods,sports equipment,field hockey & lacrosse,field hockey,field hockey sticks,
sporting goods,sports equipment,field hockey & lacrosse,lacrosse,,
sporting goods,sports equipment,field hockey & lacrosse,lacrosse,lacrosse balls,
sporting goods,sports equipment,field hockey & lacrosse,lacrosse,lacrosse equipment sets,
sporting goods,sports equipment,field hockey & lacrosse,lacrosse,lacrosse goals,
sporting goods,sports equipment,field hockey & lacrosse,lacrosse,lacrosse sticks,
sporting goods,sports equipment,field hockey & lacrosse,protective gear,,
sporting goods,sports equipment,field hockey & lacrosse,protective gear,gloves,
sporting goods,sports equipment,field hockey & lacrosse,protective gear,goggles & masks,
sporting goods,sports equipment,field hockey & lacrosse,protective gear,helmets,
sporting goods,sports equipment,field hockey & lacrosse,protective gear,pads & body protectors,
sporting goods,sports equipment,field hockey & lacrosse,training aids,,
sporting goods,sports equipment,football,clothing & shoes,,
sporting goods,sports equipment,football,football dummies & sleds,,
sporting goods,sports equipment,football,football gloves,,
sporting goods,sports equipment,football,football goal posts,,
sporting goods,sports equipment,football,football kicking tees,,
sporting goods,sports equipment,football,footballs,,
sporting goods,sports equipment,football,protective gear,,
sporting goods,sports equipment,football,protective gear,football pants,
sporting goods,sports equipment,football,protective gear,girdles,
sporting goods,sports equipment,football,protective gear,helmets,
sporting goods,sports equipment,football,protective gear,neck rolls,
sporting goods,sports equipment,football,protective gear,rib protection shirts,
sporting goods,sports equipment,football,protective gear,shoulder pads,
sporting goods,sports equipment,golf,golf accessories,,
sporting goods,sports equipment,golf,golf accessories,golf accessory sets,
sporting goods,sports equipment,golf,golf accessories,golf bag covers,
sporting goods,sports equipment,golf,golf accessories,golf bags,
sporting goods,sports equipment,golf,golf accessories,golf divot tools,
sporting goods,sports equipment,golf,golf accessories,golf flags,
sporting goods,sports equipment,golf,golf accessories,golf gloves,
sporting goods,sports equipment,golf,golf accessories,golf groove sharpeners,
sporting goods,sports equipment,golf,golf accessories,golf push carts,
sporting goods,sports equipment,golf,golf accessories,golf rangefinders,
sporting goods,sports equipment,golf,golf accessories,golf stroke counters,
sporting goods,sports equipment,golf,golf accessories,golf tees,
sporting goods,sports equipment,golf,golf accessories,golf towels,
sporting goods,sports equipment,golf,golf accessories,golf umbrellas,
sporting goods,sports equipment,golf,golf ball accessories,,
sporting goods,sports equipment,golf,golf ball accessories,golf ball markers,
sporting goods,sports equipment,golf,golf ball accessories,golf ball pickups & retrievers,
sporting goods,sports equipment,golf,golf ball accessories,golf ball tags,
sporting goods,sports equipment,golf,golf balls,,
sporting goods,sports equipment,golf,golf club parts & accessories,,
sporting goods,sports equipment,golf,golf club parts & accessories,golf club grips,
sporting goods,sports equipment,golf,golf club parts & accessories,golf club headcovers,
sporting goods,sports equipment,golf,golf club parts & accessories,golf club heads,
sporting goods,sports equipment,golf,golf club parts & accessories,golf club shafts,
sporting goods,sports equipment,golf,golf clubs,,
sporting goods,sports equipment,golf,golf training aids,,
sporting goods,sports equipment,golf,golf training aids,"golf nets, cages & mats",
sporting goods,sports equipment,golf,golf training aids,putting greens,
sporting goods,sports equipment,golf,golf training aids,swing trainers,
sporting goods,sports equipment,ice & roller hockey,clothing & shoes,,
sporting goods,sports equipment,ice & roller hockey,hockey balls & pucks,,
sporting goods,sports equipment,ice & roller hockey,hockey goals,,
sporting goods,sports equipment,ice & roller hockey,hockey skates,,
sporting goods,sports equipment,ice & roller hockey,hockey sledges,,
sporting goods,sports equipment,ice & roller hockey,hockey sticks,,
sporting goods,sports equipment,ice & roller hockey,protective gear,,
sporting goods,sports equipment,ice & roller hockey,protective gear,chest protectors,
sporting goods,sports equipment,ice & roller hockey,protective gear,elbow pads,
sporting goods,sports equipment,ice & roller hockey,protective gear,gloves,
sporting goods,sports equipment,ice & roller hockey,protective gear,goalie equipment,
sporting goods,sports equipment,ice & roller hockey,protective gear,helmets,
sporting goods,sports equipment,ice & roller hockey,protective gear,pants,
sporting goods,sports equipment,ice & roller hockey,protective gear,shin guards,
sporting goods,sports equipment,ice & roller hockey,protective gear,suspenders & belts,
sporting goods,outdoor recreation,archery,,,
sporting goods,outdoor recreation,archery,archery accessories,,
sporting goods,outdoor recreation,archery,archery accessories,archery bags & cases,
sporting goods,outdoor recreation,archery,archery accessories,archery releases,
sporting goods,outdoor recreation,archery,archery accessories,archery sights,
sporting goods,outdoor recreation,archery,archery accessories,archery stabilizers,
sporting goods,outdoor recreation,archery,archery accessories,archery targets,
sporting goods,outdoor recreation,archery,archery accessories,arrow rests,
sporting goods,outdoor recreation,archery,archery accessories,bow slings,
sporting goods,outdoor recreation,archery,archery accessories,bow strings,
